Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g000421:G000144465:HMPREF9599_RS0110755__pseudo_1	g000421	421	267747.PPA0263	5.30E-19	97.8				domain protein
pacnes16:g000421:G000144465:HMPREF9599_RS0110755__pseudo_2	g000421	421	267747.PPA0263	2.40E-151	540				domain protein
pacnes16:g000905:G000144875:HMPREF9593_RS10520__pseudo_1	g000905	905	267747.PPA1552	2.10E-195	686.8	MALE	"GO:0003674,GO:0003824,GO:0005215,GO:0005363,GO:0005575,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008643,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015144,GO:0015154,GO:0015157,GO:0015399,GO:0015405,GO:0015422,GO:0015423,GO:0015766,GO:0015768,GO:0015772,GO:0015774,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042597,GO:0042623,GO:0042626,GO:0042956,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051119,GO:0051179,GO:0051234,GO:0051716,GO:0055052,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901476,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K10108,K15770"	"extracellular solute-binding protein, family 1"
pacnes16:g001311:G000147145:HMPREF9580_RS0111565__pseudo_1	g001311	1311	1051006.HMPREF1162_1772	4.70E-38	162.2			K00874	pfkb domain-containing protein
pacnes16:g001311:G000147145:HMPREF9580_RS0111565__pseudo_2	g001311	1311	1051006.HMPREF1162_1772	2.50E-151	540			K00874	pfkb domain-containing protein
pacnes16:g003808:G000735065:PAST3_RS04220__WP_032503723.1_1	g003808	3808	765123.HMPREF9621_01602	2.20E-165	587				Glycosyl hydrolases family 16
pacnes16:g002961:G000521425:JCM18918_1236__GAE75527.1_2	g002961	2961	267747.PPA0750	9.60E-82	308.1	RSMH	"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:1901360"	K03438	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA (By similarity)
pacnes16:g001575:G000194865:HMPREF9341_RS08920__WP_002520922.1_1	g001575	1575	267747.PPA0022	1.50E-129	468			K02775	PTS system Galactitol-specific IIC component
pacnes16:g001779:G000213155:PAZ_RS08770__WP_002514772.1_1	g001779	1779	267747.PPA1767	1.40E-207	727.2	GUAB3	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K00088	Dehydrogenase
pacnes16:g001183:G000145335:HMPREF9573_RS02970__WP_002516839.1_1	g001183	1183	267747.PPA1248	3.00E-202	709.5	RFE	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0016043,GO:0016740,GO:0016772,GO:0016780,GO:0030145,GO:0034645,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0044699,GO:0044763,GO:0045229,GO:0046872,GO:0046914,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K02851	"Glycosyl transferase, family 4"
pacnes16:g002302:G000521385:JCM18909_1135__GAE68029.1_1	g002302	2302	1051006.HMPREF1162_1714	1.30E-189	667.5	DISA		K07067	Participates in a DNA-damage check-point. DisA forms globular foci that rapidly scan along the chromosomes searching for lesions (By similarity)
pacnes16:g000874:G000144875:HMPREF9593_RS0111875__pseudo_1	g000874	874	267747.PPA0427	2.50E-59	233.4			K02016	Periplasmic binding protein
pacnes16:g000874:G000144875:HMPREF9593_RS0111875__pseudo_2	g000874	874	267747.PPA0427	3.00E-105	386.3			K02016	Periplasmic binding protein
pacnes16:g001165:G000145175:HMPREF9616_RS10525__pseudo_1	g001165	1165	267747.PPA0063	4.10E-164	582.4				type i phosphodiesterase nucleotide pyrophosphatase
pacnes16:g003724:G000735065:PAST3_RS0111055__pseudo_1	g003724	3724	267747.PPA2118	6.50E-42	174.9	NAMA		"K00354,K09461"	flavin oxidoreductase
pacnes16:g003724:G000735065:PAST3_RS0111055__pseudo_2	g003724	3724	267747.PPA2118	2.50E-164	583.2	NAMA		"K00354,K09461"	flavin oxidoreductase
pacnes16:g003513:G000521445:JCM18920_836__GAE79280.1_1	g003513	3513	267747.PPA1117	1.30E-210	737.3	MNMA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00566	"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)"
pacnes16:g001552:G000194865:HMPREF9341_RS07290__WP_002513096.1_1	g001552	1552	765123.HMPREF9621_02340	2.40E-207	726.5			K00874	pfkb domain-containing protein
pacnes16:g003887:G000735065:PAST3_RS11990__WP_050497313.1_1	g003887	3887	1051006.HMPREF1162_1614	7.60E-65	253.1				RHS Repeat
pacnes16:g000342:G000144345:HMPREF9596_RS00305__WP_002545224.1_1	g000342	342	1051006.HMPREF1162_1933	1.30E-170	604.4			K08217	Pfam:DUF894
pacnes16:g001946:G000240015:TIA2EST2_RS08970__WP_032500110.1_1	g001946	1946	267747.PPA1821	9.50E-201	704.5	SCLAV_1987		K04618	F5/8 type C domain
pacnes16:g000818:G000144835:HMPREF9574_RS03765__WP_002520171.1_1	g000818	818	267747.PPA1359	2.10E-208	729.9	DDL	"GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009252,GO:0009259,GO:0009261,GO:0009273,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016881,GO:0019439,GO:0019637,GO:0019693,GO:0030203,GO:0034641,GO:0034645,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658"	K01921	Cell wall formation (By similarity)
pacnes16:g000206:G000144205:HMPREF9575_RS07370__WP_002543322.1_1	g000206	206	267747.PPA1759	7.30E-193	678.3	METN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02071	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
pacnes16:g000592:G000144735:HMPREF9612_RS00930__WP_002517808.1_1	g000592	592	267747.PPA1208	4.60E-203	712.2	TYRA		"K00210,K00220,K00800,K04517,K15226"	prephenate dehydrogenase
pacnes16:g003796:G000735065:PAST3_RS03550__WP_032503896.1_1	g003796	3796	267747.PPA1759	3.00E-194	682.9	METN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02071	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
pacnes16:g003718:G000735065:PAST3_RS0110935__pseudo_1	g003718	3718	644284.Arch_1816	5.10E-36	155.6	AARI_34720			Transposase
pacnes16:g000073:G000025765:HMPREF0675_RS10480__WP_002519693.1_1	g000073	73	765123.HMPREF9621_01542	4.00E-191	672.5			K13282	
pacnes16:g001369:G000194825:HMPREF9337_RS01250__WP_002518607.1_1	g001369	1369	267747.PPA0093	5.20E-199	698.7				
pacnes16:g002777:G000521405:JCM18916_2103__GAE72653.1_1	g002777	2777	1032480.MLP_39130	1.30E-19	102.8				Protein of unknown function (DUF559)
pacnes16:g001529:G000194865:HMPREF9341_RS05045__WP_002513378.1_1	g001529	1529	267747.PPA1327	2.00E-203	713.4	TRPS	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K01867	Tryptophanyl-tRNA synthetase
pacnes16:g001804:G000217615:TIB1ST10_RS06935__WP_002531312.1_1	g001804	1804	267747.PPA1368	2.90E-210	736.1	ILVE	"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004084,GO:0005488,GO:0006082,GO:0006464,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009081,GO:0009082,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0018065,GO:0018193,GO:0018205,GO:0018272,GO:0018352,GO:0019538,GO:0019752,GO:0030170,GO:0036211,GO:0040007,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0048037,GO:0071265,GO:0071267,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K00826	Branched-chain amino acid aminotransferase
pacnes16:g000226:G000144245:HMPREF9572_RS02675__WP_002518549.1_1	g000226	226	267747.PPA2347	1.70E-213	746.9	FEMA			Methicillin resistance protein
pacnes16:g003548:G000709495:TIA1EST1_RS07335__WP_002516956.1_1	g003548	3548	446465.Bfae_21770	3.80E-109	400.2			"K02031,K02032"	Oligopeptide dipeptide ABC transporter ATPase subunit
pacnes16:g001555:G000194865:HMPREF9341_RS07790__WP_002512985.1_1	g001555	1555	267747.PPA0263	3.10E-175	619.8				domain protein
pacnes16:g000125:G000144045:HMPREF9608_RS09075__WP_002546285.1_1	g000125	125	765123.HMPREF9621_00755	8.40E-173	611.7	SCLAV_5397		K02015	transport system permease protein
pacnes16:g002076:G000302515:PAC1_RS03835__WP_008598595.1_1	g002076	2076	710696.Intca_2081	9.30E-156	555.1	ARSB	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K03325,K03741"	arsenical-resistance protein
pacnes16:g002525:G000521385:JCM18909_3392__GAE70102.1_1	g002525	2525	1051006.HMPREF1162_1188	2.00E-126	457.6	PGI	"GO:0003674,GO:0003824,GO:0004347,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006091,GO:0006096,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016020,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019318,GO:0019320,GO:0040007,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0044723,GO:0044724,GO:0046365,GO:0071704,GO:0071944,GO:1901575"	K01810	phosphohexose isomerase
pacnes16:g003388:G000521445:JCM18920_2814__GAE81084.1_1	g003388	3388	267747.PPA0486	2.80E-184	649.8				
pacnes16:g000435:G000144465:HMPREF9599_RS0111245__pseudo_1	g000435	435	267747.PPA0955	6.50E-137	492.3	DGT	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K01129	deoxyguanosinetriphosphate triphosphohydrolase-like protein
pacnes16:g001132:G000145175:HMPREF9616_RS02900__WP_002515461.1_1	g001132	1132	267747.PPA0999	5.30E-212	741.9	CARA	"GO:0008150,GO:0040007"	K01956	carbamoyl-phosphate synthetase glutamine chain
pacnes16:g001706:G000203995:HMPREF9343_RS01580__WP_002515856.1_1	g001706	1706	267747.PPA2282	5.00E-202	708.8				racemase
pacnes16:g000407:G000144465:HMPREF9599_RS00065__WP_002520702.1_1	g000407	407	267747.PPA2050	2.20E-189	666.8	RLMG	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K00564,K11391"	Specifically methylates the guanine in position 1835 (m2G1835) of 23S rRNA (By similarity)
pacnes16:g003213:G000521445:JCM18920_127__GAE78615.1_1	g003213	3213	267747.PPA0636	8.50E-210	734.6	DAPE	"GO:0008150,GO:0040007"	"K01438,K01439"	Succinyl-diaminopimelate desuccinylase
pacnes16:g000925:G000144895:HMPREF9578_RS0111570__pseudo_1	g000925	925	267747.PPA1555	3.10E-48	196.1	MALR		"K01775,K02529"	laci family transcriptional regulator
pacnes16:g000925:G000144895:HMPREF9578_RS0111570__pseudo_2	g000925	925	267747.PPA1555	7.90E-141	505	MALR		"K01775,K02529"	laci family transcriptional regulator
pacnes16:g002208:G000496895:H497_RS01435__WP_002531307.1_1	g002208	2208	267747.PPA1905	9.40E-209	731.1	KORB	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016625,GO:0016903,GO:0030312,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045333,GO:0046872,GO:0047553,GO:0055114,GO:0071944"	K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta
pacnes16:g002135:G000376705:PAGK_RS05120__WP_002516868.1_1	g002135	2135	267747.PPA1184	3.10E-204	716.1	AROB	"GO:0003674,GO:0003824,GO:0003856,GO:0005488,GO:0005507,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0030312,GO:0040007,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046417,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"K01735,K13829"	3-dehydroquinate synthase
pacnes16:g000967:G000144895:HMPREF9578_RS07860__WP_002513667.1_1	g000967	967	267747.PPA1050	3.00E-191	672.9	RV0883C	"GO:0008150,GO:0040007"		DNA-binding protein
pacnes16:g003883:G000735065:PAST3_RS09845__WP_032502513.1_1	g003883	3883	1051006.HMPREF1162_1971	7.20E-201	704.9	KORB	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016625,GO:0016903,GO:0030312,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045333,GO:0046872,GO:0047553,GO:0055114,GO:0071944"	K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta
pacnes16:g003082:G000521425:JCM18918_3523__GAE77624.1_1	g003082	3082	765123.HMPREF9621_02711	2.30E-194	683.3	GALE		K01784	UDP-glucose 4-epimerase
pacnes16:g001189:G000145335:HMPREF9573_RS05515__WP_002519145.1_1	g001189	1189	1051006.HMPREF1162_0645	4.70E-200	702.2	QCRA	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944"	"K03890,K15878"	"c reductase, iron-sulfur"
pacnes16:g000222:G000144245:HMPREF9572_RS0111560__WP_002516938.1_1	g000222	222	267747.PPA1524	1.40E-215	753.8	FG11348.1	"GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"	K07404	6-phosphogluconolactonase
pacnes16:g002543:G000521385:JCM18909_3553__GAE70250.1_1	g002543	2543	267747.PPA2125	2.30E-207	726.5	PPGK		K00886	polyphosphate glucokinase
pacnes16:g000015:G000008345:PPA_RS04375__WP_002518053.1_1	g000015	15	267747.PPA0861	1.00E-215	754.2				
pacnes16:g003869:G000735065:PAST3_RS08370__WP_032502842.1_1	g003869	3869	267747.PPA0765	1.70E-170	604				"Inherit from COG: Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation (By similarity)"
pacnes16:g002761:G000521405:JCM18916_1804__GAE72377.1_1	g002761	2761	1051006.HMPREF1162_1204	3.00E-82	310.8			K08986	Inherit from bactNOG: Membrane
pacnes16:g002851:G000521405:JCM18916_3267__GAE73717.1_1	g002851	2851	267747.PPA0058	3.40E-134	483.4		"GO:0005575,GO:0016020"	"K02025,K10241"	Binding-protein-dependent transport systems inner membrane component
pacnes16:g000881:G000144875:HMPREF9593_RS02770__WP_002515729.1_1	g000881	881	267747.PPA2323	4.60E-208	728.8				Inherit from bactNOG: Membrane
pacnes16:g002287:G000496915:H498_RS10570__WP_002517397.1_1	g002287	2287	267747.PPA2350	4.40E-198	695.7	YIDC	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006457,GO:0006461,GO:0006810,GO:0008104,GO:0008150,GO:0008152,GO:0008565,GO:0009987,GO:0015031,GO:0016020,GO:0016021,GO:0016043,GO:0016044,GO:0019538,GO:0022607,GO:0022892,GO:0031224,GO:0031226,GO:0032977,GO:0033036,GO:0034613,GO:0040007,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044763,GO:0045184,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0051668,GO:0061024,GO:0065003,GO:0070271,GO:0070727,GO:0071702,GO:0071704,GO:0071822,GO:0071840,GO:0071944"	K03217	inner membrane protein translocase component YidC
pacnes16:g003677:G000735065:PAST3_RS00375__WP_032504587.1_1	g003677	3677	267747.PPA0502	2.90E-194	682.9	MOAA	"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944"	K03639	"Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z) (By similarity)"
pacnes16:g003258:G000521445:JCM18920_1643__GAE80011.1_1	g003258	3258	267747.PPA1383	2.70E-176	623.2	GLUQ	"GO:0000166,GO:0001882,GO:0001883,GO:0002097,GO:0003674,GO:0003824,GO:0004812,GO:0005488,GO:0005524,GO:0006082,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006424,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044710,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901576"	"K01885,K01894"	"Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon (By similarity)"
pacnes16:g002570:G000521385:JCM18909_3707__GAE70389.1_1	g002570	2570	1051006.HMPREF1162_2250	5.00E-154	549.3	OPPCD	"GO:0005575,GO:0016020"	"K02031,K02034"	abc transporter
pacnes16:g003858:G000735065:PAST3_RS07235__WP_032503083.1_1	g003858	3858	267747.PPA2323	1.10E-204	717.6				Inherit from bactNOG: Membrane
pacnes16:g001543:G000194865:HMPREF9341_RS06890__pseudo_1	g001543	1543	267747.PPA0454	1.70E-189	667.2			K00616	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway (By similarity)
pacnes16:g000811:G000144835:HMPREF9574_RS0112015__pseudo_1	g000811	811	267747.PPA0012	1.50E-93	347.8	LDH	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00016	Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)
pacnes16:g002273:G000496915:H498_RS04045__WP_002514695.1_1	g002273	2273	267747.PPA1696	3.70E-205	719.2	MANC	"GO:0000271,GO:0005575,GO:0005618,GO:0005623,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009274,GO:0009276,GO:0009987,GO:0016051,GO:0030312,GO:0030313,GO:0031975,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0044710,GO:0044723,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576"	"K00971,K01809,K16011"	Mannose-1-phosphate guanylyltransferase
pacnes16:g001966:G000240035:TIA2EST22_RS06255__WP_002517967.1_1	g001966	1966	267747.PPA1257	2.40E-196	689.9	THRC	"GO:0003674,GO:0003824,GO:0004795,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009088,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019752,GO:0030170,GO:0040007,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0048037,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K01733	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine (By similarity)
pacnes16:g000268:G000144265:HMPREF9598_RS0111505__pseudo_1	g000268	268	1032480.MLP_39130	7.30E-20	103.6				Protein of unknown function (DUF559)
pacnes16:g001829:G000217615:TIB1ST10_RS11775__WP_002515832.1_1	g001829	1829	267747.PPA2327	2.10E-216	756.5	UXUA		K01686	Catalyzes the dehydration of D-mannonate (By similarity)
pacnes16:g003653:G000735055:PAST2_RS07765__WP_002514123.1_1	g003653	3653	267747.PPA0575	2.40E-196	689.9	YCHF	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005525,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043021,GO:0043022,GO:0043023,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044710,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K06942	GTP-binding protein YchF
pacnes16:g001162:G000145175:HMPREF9616_RS10045__WP_002517522.1_1	g001162	1162	267747.PPA0148	1.10E-204	717.6			"K01791,K13019"	UDP-N-acetylglucosamine 2-epimerase
pacnes16:g000856:G000144855:HMPREF9589_RS07040__WP_002525646.1_1	g000856	856	267747.PPA1212	1.30E-210	737.3	ORF5			cytoplasmic protein
pacnes16:g001579:G000194865:HMPREF9341_RS09150__WP_002520875.1_1	g001579	1579	267747.PPA2327	4.80E-205	718.8	UXUA		K01686	Catalyzes the dehydration of D-mannonate (By similarity)
